material,formula_latex,family,tc_kelvin,year,pressure_gpa,paper_id,is_theoretical
NbTiN,,conventional,8.4,2012,,arxiv:1205.4290,false
Nb,,elemental,8.3,2012,,arxiv:1203.4442,false
Fe0.99Cu0.01Te0.65Se0.35,,iron_based,8.3,2012,,arxiv:1205.6295,false
Nb,,elemental,8.2,2012,,arxiv:1201.4951,false
FeSe,,iron_based,8.1,2012,,arxiv:1205.6378,true
PrPt4Ge12,,heavy_fermion,8.1,2012,,arxiv:1211.5200,false
Fe0.96Ni0.04Te0.5Se0.5,,iron_based,8,2012,,arxiv:1201.4404,false
Ba(Fe0.955Co0.045)2As2,,iron_based,8,2012,,arxiv:1206.5354,false
BaFe1.935Ni0.065As2,,iron_based,8,2012,,arxiv:1206.0653,false
NbN,,conventional,8,2012,,arxiv:1207.5352,false
PrPt4Ge12,,heavy_fermion,8,2012,,arxiv:1211.5200,false
SmFe0.5Ru0.5AsO0.85F0.15,,iron_based,8,2012,,arxiv:1206.6526,false
Nb,,elemental,7.92,2012,,arxiv:1203.5163,false
Re3W,,Other,7.8,2012,,arxiv:1204.0456,false
PrPt4Ge12,,heavy_fermion,7.8,2012,,arxiv:1211.5200,false
Nb,,elemental,7.725,2012,,arxiv:1206.4296,false
LaPhenanthrene,,organic,7.6,2012,1,arxiv:1203.5887,false
Nb,,elemental,7.55,2012,,arxiv:1208.4820,false
SrPt3P,,conventional,7.5,2012,5,arxiv:1206.4147,true
"beta""-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2",,Other,7.5,2012,,arxiv:1202.1908,false
Ba0.84K0.16Fe2As2,,iron_based,7.3,2012,0,arxiv:1205.6730,false
Mg1.2C1.6Ni3,,Other,7.3,2012,,arxiv:1204.6175,false
Ca3Ir4Sn13,,conventional,7.25,2012,,arxiv:1202.5164,false
Nb,,elemental,7.2,2012,,arxiv:1205.2289,true
Ti0.6V0.4,,Other,7.15,2012,,arxiv:1208.0181,false
Ti0.6V0.4,,Other,7.06,2012,,arxiv:1208.0181,false
YBa2Cu3O6.33,,cuprate,7,2012,,arxiv:1212.2742,false
Li2Pd3B,,Other,7,2012,,arxiv:1211.5020,false
FeSe1-x,,iron_based,7,2012,0,arxiv:1209.4264,false
Bi2+xSr2-xCuO6+δ,,cuprate,7,2012,,arxiv:1208.2605,false
Sr(Fe0.62Co0.38)2As2,,iron_based,7,2012,,arxiv:1205.1693,false
Ba1-xKxFe2As2,,iron_based,7,2012,,arxiv:1205.0489,false
BaPt3AuGe12,,Other,6.95,2012,,arxiv:1211.4222,false
Nb,,elemental,6.92,2012,,arxiv:1203.5163,false
Ca3Ir4Sn13,,conventional,6.9,2012,,arxiv:1202.5164,false
Ba(Ni0.026Fe0.974)2As2,,iron_based,6.8,2012,,arxiv:1206.2217,false
NbN,,conventional,6.7,2012,,arxiv:1212.2038,false
"beta""-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2",,Other,6.7,2012,,arxiv:1202.1908,false
Ga-enrichedlayersinSi,,Other,6.7,2012,,arxiv:1206.2515,false
Ti0.6V0.4,,Other,6.63,2012,,arxiv:1208.0181,false
SrPt3P,,conventional,6.5,2012,7,arxiv:1206.4147,true
Ba(Ni0.074Fe0.926)2As2,,iron_based,6.5,2012,,arxiv:1206.2217,false
Li2(Pd0.8Pt0.2)3B,,Other,6.5,2012,,arxiv:1211.5020,false
Ir0.91Se2,,chalcogenide,6.4,2012,,arxiv:1210.5353,true
BaPt3.25Au0.75Ge12,,Other,6.25,2012,,arxiv:1211.4222,false
LaPhenanthrene,,organic,6.1,2012,0,arxiv:1203.5887,false
Ba(Ni0.026Fe0.974)2As2,,iron_based,6,2012,,arxiv:1206.2217,false
La1.935Sr0.065CuO4+y,,cuprate,6,2012,,arxiv:1211.6155,false
NbN,,conventional,6,2012,,arxiv:1207.5352,false
Al/Nb,,Other,6,2012,,arxiv:1206.5670,false
SmPhenanthrene,,organic,6,2012,0,arxiv:1203.5887,false
LaO0.5F0.5BiS2,,chalcogenide,6,2012,,arxiv:1210.2418,true
Lu2Fe3Si5,,Other,5.8,2012,0,arxiv:1207.1502,false
La(Ru0.92Co0.08)3Si2,,Other,5.8,2012,,arxiv:1202.5433,false
LaPt3P,,Other,5.6,2012,,arxiv:1205.5387,true
SrPt3P,,conventional,5.5,2012,9,arxiv:1206.4147,true
Ba1-xNaxTi2Sb2O,,Other,5.5,2012,,arxiv:1209.5447,false
Li2(Pd0.5Pt0.5)3B,,Other,5.5,2012,,arxiv:1211.5020,false
LaPt3P,,Other,5.4,2012,,arxiv:1205.5387,true
Ba(Ni0.026Fe0.974)2As2,,iron_based,5.3,2012,,arxiv:1206.2217,false
BaPt3.5Au0.5Ge12,,Other,5.3,2012,,arxiv:1211.4222,false
NdO0.5F0.5BiS2,,bismuthate,5.2,2012,,arxiv:1208.3077,false
ZrTe3,,chalcogenide,5.2,2012,0,arxiv:1206.1700,false
ZrTe3,,chalcogenide,5.2,2012,,arxiv:1206.1716,false
NdO0.5F0.5BiS2,,bismuthate,5,2012,,arxiv:1208.3077,false
TiNx,,Other,5,2012,,arxiv:1209.4626,false
BaPt4Ge12,,Other,4.9,2012,,arxiv:1211.4222,false
NbN,,conventional,4.8,2012,,arxiv:1212.2038,false
NdO0.5F0.5BiS2,,bismuthate,4.7,2012,,arxiv:1208.3077,false
Ir0.93Te2,,chalcogenide,4.7,2012,,arxiv:1210.5353,true
Mo76Ge24,,conventional,4.607,2012,,arxiv:1202.4526,false
Bi4O4S3,,Other,4.6,2012,,arxiv:1207.4955,false
Sc3CoC4,,Other,4.5,2012,,arxiv:1211.5430,false
Bi4O4S3,,Other,4.5,2012,,arxiv:1208.2818,false
Mo76Ge24,,conventional,4.41,2012,,arxiv:1202.4526,false
KFe2As2,,iron_based,4.4,2012,,arxiv:1206.2030,false
BaSn5,,Other,4.4,2012,,arxiv:1201.5861,false
Bi4O4S3,,Other,4.4,2012,,arxiv:1207.5428,false
TiN,,conventional,4.38,2012,,arxiv:1211.6678,false
NiBi3,,conventional,4.3,2012,,arxiv:1207.3345,false
CeNi0.8Bi2,,heavy_fermion,4.2,2012,,arxiv:1201.6131,false
LaCo1.73Fe0.27B2,,Other,4.1,2012,,arxiv:1207.1577,false
NiBi3,,conventional,4.06,2012,,arxiv:1207.3345,false
LaPt3P,,Other,4,2012,,arxiv:1205.5387,true
CeFeAs0.7P0.3O,,iron_based,4,2012,,arxiv:1206.7088,true
Bi2+xSr2-yCuO6+delta,,cuprate,4,2012,,arxiv:1202.6370,false
Ba1-xKxFe2As2,,iron_based,4,2012,,arxiv:1205.0489,false
W-C-Gaalloy,,Other,4,2012,,arxiv:1201.3509,true
NiBi3,,conventional,4,2012,,arxiv:1207.3345,false
La1.875Ba0.125CuO4,,cuprate,4,2012,,arxiv:1205.5605,false
KFe2As2,,iron_based,3.95,2012,,arxiv:1203.1585,false
KFe2As2,,iron_based,3.85,2012,,arxiv:1203.1585,false
Mo76Ge24,,conventional,3.82,2012,,arxiv:1202.4526,false
KFe2As2,,iron_based,3.8,2012,,arxiv:1201.3376,false
KFe2As2,,iron_based,3.8,2012,,arxiv:1201.3376,true
Bi2+xSr2-yCuO6+delta,,cuprate,3.7,2012,,arxiv:1202.6370,true
KFe2As2,,iron_based,3.65,2012,,arxiv:1201.3376,false
KFe2As2,,iron_based,3.65,2012,,arxiv:1201.3376,true
Bi4O4S3,,Other,3.6,2012,,arxiv:1207.4955,false
TiN,,conventional,3.6,2012,,arxiv:1212.4434,false
CaIrSi3,,Other,3.55,2012,0,arxiv:1208.4226,false
Li2(Pd0.2Pt0.8)3B,,Other,3.5,2012,,arxiv:1211.5020,false
Cu0.25Bi2Se3,,chalcogenide,3.5,2012,,arxiv:1207.0267,false
Bi2+xSr2-yCuO6+delta,,cuprate,3.5,2012,,arxiv:1202.6370,false
"beta""-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2",,Other,3.5,2012,,arxiv:1202.1908,false
KFe2As2,,iron_based,3.4,2012,,arxiv:1212.1034,false
Mo78Ge22,,conventional,3.4,2012,,arxiv:1204.3333,false
In,,elemental,3.4,2012,,arxiv:1201.1649,false
TiN,,conventional,3.4,2012,,arxiv:1210.6771,false
BaNi2(As0.93P0.07)2,,Other,3.33,2012,,arxiv:1204.4958,false
CaIrSi3,,Other,3.3,2012,0,arxiv:1208.4226,false
BaNi2(As1-xPx)2,,Other,3.3,2012,,arxiv:1204.4958,false
BaNi2(As0.87P0.13)2,,Other,3.24,2012,,arxiv:1204.4958,false
Cu0.26Bi2Se3,,chalcogenide,3.2,2012,,arxiv:1206.6260,false
Mo78Ge22,,conventional,3.2,2012,,arxiv:1204.3333,false
Al,,elemental,3.2,2012,,arxiv:1207.0970,false
TiN,,conventional,3.2,2012,,arxiv:1212.4434,false
Al,,elemental,3.12,2012,,arxiv:1207.0970,false
Ir0.97Pt0.03Te2,,chalcogenide,3.1,2012,,arxiv:1203.2411,true
Al,,elemental,3.05,2012,,arxiv:1207.0970,false
Rh3Bi14,,Other,3.04,2012,,arxiv:1207.5043,false
La1.94Sr0.06CuO4,,cuprate,3,2012,,arxiv:1204.3493,false
Ir0.95Pt0.05Te2,,chalcogenide,3,2012,,arxiv:1209.4229,false
Li2(Pd0.16Pt0.84)3B,,Other,3,2012,,arxiv:1211.5020,false
Li0.880.12Nb3.0O0.13N0.874,,Other,3,2012,,arxiv:1210.0072,false
AuAlO2,,Other,3,2012,,arxiv:1208.4426,true
Mo78Ge22,,conventional,3,2012,,arxiv:1204.3333,false
Ba1-xKxFe2As2,,iron_based,3,2012,,arxiv:1205.0489,false
Ir0.95Pt0.05Te2,,chalcogenide,2.94,2012,,arxiv:1209.4229,false
Rh3Bi14,,Other,2.91,2012,,arxiv:1207.5043,false
Ir0.96Pt0.04Te2,,chalcogenide,2.9,2012,,arxiv:1203.2411,true
K(Fe0.983Co0.017)2As2,,iron_based,2.9,2012,,arxiv:1206.2030,false
ZrNi2Ga,,Other,2.8,2012,,arxiv:1206.1182,false
Li2(Pd0.1Pt0.9)3B,,Other,2.8,2012,,arxiv:1211.5020,false
Cu0.05IrTe2,,chalcogenide,2.8,2012,,arxiv:1212.6116,false
"beta""-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2",,Other,2.8,2012,,arxiv:1202.1908,false
Al,,elemental,2.76,2012,,arxiv:1207.0970,false
Mo78Ge22,,conventional,2.7,2012,,arxiv:1204.3333,false
TiN,,conventional,2.7,2012,,arxiv:1212.4434,false
LaO0.5F0.5BiS2,,chalcogenide,2.7,2012,,arxiv:1207.6845,false
YIr2Si2,,Other,2.52,2012,,arxiv:1205.6667,false
RbFe2As2,,iron_based,2.52,2012,0,arxiv:1209.4753,false
Li2Pt3B,,Other,2.5,2012,,arxiv:1211.5020,false
SrPtAs,,Other,2.4,2012,,arxiv:1212.2441,false
Li2Pt3B,,Other,2.4,2012,,arxiv:1211.5020,false
Al,,elemental,2.32,2012,,arxiv:1207.0970,false
RbFe2As2,,iron_based,2.28,2012,0.2,arxiv:1209.4753,false
Li2Pt3B,,Other,2.25,2012,,arxiv:1211.5020,false
Li0.9Mo6O17,,Other,2.2,2012,0,arxiv:1203.6672,false
LuGa3,,Other,2.2,2012,,arxiv:1205.6836,false
ScGa3,,Other,2.2,2012,,arxiv:1205.6836,false
Al,,elemental,2.2,2012,,arxiv:1207.0970,false
TiN,,conventional,2.2,2012,,arxiv:1212.4434,false
ScGa3,,Other,2.1,2012,,arxiv:1205.6836,false
LuGa3,,Other,2,2012,,arxiv:1205.6836,false
CeCoIn4.99Cd0.01,,heavy_fermion,2,2012,0.5,arxiv:1210.0672,false
Mo78Ge22,,conventional,1.8,2012,,arxiv:1204.3333,false
RbFe2As2,,iron_based,1.73,2012,0.6,arxiv:1209.4753,false
K(Fe0.966Co0.034)2As2,,iron_based,1.7,2012,,arxiv:1206.2030,false
CeCoIn4.98Cd0.02,,heavy_fermion,1.5,2012,1,arxiv:1210.0672,false
URu2Si2,,heavy_fermion,1.5,2012,,arxiv:1201.1865,false
TiN,,conventional,1.5,2012,,arxiv:1212.4434,false
URu2Si2,,heavy_fermion,1.43,2012,0,arxiv:1203.0364,false
Al,,elemental,1.3846,2012,,arxiv:1212.2755,false
Al,,elemental,1.355,2012,0,arxiv:1210.1678,false
Al,,elemental,1.26,2012,,arxiv:1204.4690,false
CeCoIn4.88Sn0.09Hg0.026,,heavy_fermion,1.25,2012,,arxiv:1210.0672,false
CeCo0.91Pt0.09In4.97Hg0.026,,heavy_fermion,1.25,2012,,arxiv:1210.0672,false
LaIr2Si2,,Other,1.24,2012,,arxiv:1205.6667,false
RbFe2As2,,iron_based,1.21,2012,1,arxiv:1209.4753,false
Cu0.25Bi2Se3,,chalcogenide,1.2,2012,,arxiv:1207.0267,false
Sn1-xInxTe,,chalcogenide,1.2,2012,,arxiv:1208.0059,false
Mo78Ge22,,conventional,1.1,2012,,arxiv:1204.3333,false
Mo78Ge22,,conventional,1,2012,,arxiv:1204.3333,false
TiN,,conventional,1,2012,,arxiv:1208.0871,false
InSb,,Other,1,2012,0,arxiv:1204.4130,false
BaNi2(As1-xPx)2,,Other,0.97,2012,,arxiv:1204.4958,false
URu2Si2,,heavy_fermion,0.94,2012,0.75,arxiv:1203.0364,false
Mo78Ge22,,conventional,0.9,2012,,arxiv:1204.3333,false
YPtBi,,Other,0.88044,2012,2.51,arxiv:1206.3758,false
YPtBi,,Other,0.85932,2012,2.03,arxiv:1206.3758,false
Mo78Ge22,,conventional,0.8,2012,,arxiv:1204.3333,false
YPtBi,,Other,0.79992,2012,0.68,arxiv:1206.3758,false
YPtBi,,Other,0.77,2012,0,arxiv:1206.3758,false
LaOs4Sb12,,Other,0.74,2012,,arxiv:1206.2091,false
UCoGe,,heavy_fermion,0.6,2012,0,arxiv:1201.1147,false
Mo78Ge22,,conventional,0.6,2012,,arxiv:1204.3333,false
CeCu2Si2,,heavy_fermion,0.6,2012,,arxiv:1202.4112,true
CeCu2Si2,,heavy_fermion,0.6,2012,0.06,arxiv:1203.0519,false
UPt3,,heavy_fermion,0.56,2012,,arxiv:1208.2927,false
UPt3,,heavy_fermion,0.52,2012,,arxiv:1212.3038,false
La3Pt4,,Other,0.51,2012,,arxiv:1210.4624,false
CeCoIn4.95Cd0.05,,heavy_fermion,0.5,2012,1.6,arxiv:1210.0672,false
Mo43Ge57,,conventional,0.5,2012,,arxiv:1212.1204,false
KNi2S2,,Other,0.46,2012,,arxiv:1212.4744,false
CeCu2Si2,,heavy_fermion,0.46,2012,0,arxiv:1203.0519,false
TiN,,conventional,0.4,2012,,arxiv:1209.4626,false
Mo78Ge22,,conventional,0.3,2012,,arxiv:1204.3333,false
CaH6,,hydride,243,2013,150,arxiv:1303.1641,true
BaCuO2,,cuprate,160,2013,,arxiv:1311.1068,true
B2H6,,Other,147,2013,360,arxiv:1303.0500,true
Bi2Sr2Ca2Cu3O10+δ,,cuprate,110.5,2013,0,arxiv:1303.2450,false
Bi2Sr2Ca0.92Y0.08Cu2O8+δ,,cuprate,96,2013,,arxiv:1303.2893,true
YBa2Cu3O6+x,,cuprate,93.8,2013,,arxiv:1303.6860,false
YBa2Cu3O6+x,,cuprate,93.6,2013,,arxiv:1311.5205,false
YBa2Cu3O7-δ,,cuprate,93,2013,,arxiv:1301.3736,false
YBa2Cu3O6+x,,cuprate,92.5,2013,,arxiv:1311.5205,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,91,2013,,arxiv:1301.0521,false
YBa2Cu3O6.95,,cuprate,91,2013,,arxiv:1312.4466,false
YBa2Cu3O6.99,,cuprate,90,2013,,arxiv:1312.1082,false
YBa2Cu3O7-δ,,cuprate,90,2013,,arxiv:1312.0417,false
Tl2Ba2CuO6+δ,,cuprate,89,2013,,arxiv:1303.3947,true
YBa2Cu3O7-δ,,cuprate,88.5,2013,,arxiv:1311.0631,false
YBa2Cu3O7-δ,,cuprate,88,2013,,arxiv:1304.1475,false
Bi2.1Sr1.9Ca0.9Dy0.1Cu2O8+δ,,cuprate,86,2013,,arxiv:1309.1903,false
Bi2Sr2CaCu2Ox,,cuprate,86,2013,,arxiv:1307.4178,true
YBa2Cu3O6+x,,cuprate,85,2013,,arxiv:1311.5205,false
YBa2Cu3O7-δ,,cuprate,85,2013,,arxiv:1301.4882,false
HgBa2CuO4+δ,,cuprate,84,2013,17,arxiv:1310.0148,false
Bi2.1Sr1.4Ca1.5Cu2O8+d,,cuprate,82,2013,,arxiv:1309.1903,false
Bi2.1Sr1.9Ca0.7Dy0.3Cu2O8+δ,,cuprate,81,2013,,arxiv:1309.1903,false
Bi1.8Pb0.4Sr2CaCu2Ox,,cuprate,80,2013,,arxiv:1310.3281,false
FeSe,,iron_based,80,2013,,arxiv:1311.6459,false
YBa2Cu4O8,,cuprate,79.9,2013,,arxiv:1312.3725,false
Bi2.1Sr1.4Ca1.5Cu2O8+d,,cuprate,79,2013,,arxiv:1309.1903,false
YBa2Cu3O6.75,,cuprate,75.2,2013,,arxiv:1312.6630,true
YBa2Cu3O6+x,,cuprate,75,2013,,arxiv:1305.1361,true
YBa2Cu3O6.75,,cuprate,75,2013,,arxiv:1312.1082,false
Y0.85Ca0.15Ba2Cu3O6+x,,cuprate,75,2013,,arxiv:1303.3947,true
HgBa2CuO4+δ,,cuprate,74,2013,,arxiv:1304.6415,false
YBa2Cu3O7-δ,,cuprate,71,2013,,arxiv:1301.6436,false
FeSe,,iron_based,70,2013,,arxiv:1310.3060,false
YBa2Cu3O7-δ,,cuprate,70,2013,,arxiv:1308.2689,false
Bi2.1Sr1.9Ca(Cu0.978Fe0.022)2O8+δ,,cuprate,67,2013,,arxiv:1301.0521,false
YBa2Cu3O6+x,,cuprate,67,2013,,arxiv:1305.1361,true
Bi2.1Sr1.9Ca0.7Dy0.3Cu2O8+δ,,cuprate,66,2013,,arxiv:1309.1903,false
YBa2Cu3O6.67,,cuprate,65.5,2013,,arxiv:1312.6630,true
a-C,,Other,65,2013,,arxiv:1311.2767,false
YBa2Cu3O7-Agx,,cuprate,65,2013,,arxiv:1310.4628,false
KyFe2-xSe2,,iron_based,65,2013,,arxiv:1304.3785,true
FeSe,,iron_based,65,2013,,arxiv:1301.2748,false
HgBa2CuO4+δ,,cuprate,65,2013,0,arxiv:1310.0148,false
YBa2Cu3O6.67,,cuprate,64.5,2013,,arxiv:1312.6630,true
YBa2Cu3O6.55,,cuprate,61,2013,,arxiv:1312.1082,false
YBa2Cu3O6.6,,cuprate,61,2013,,arxiv:1312.1082,false
YBa2Cu3O7-δ,,cuprate,61,2013,,arxiv:1301.6436,false
YBa2Cu3O6.60,,cuprate,59,2013,,arxiv:1312.4466,false
Bi2.1Sr1.9Ca0.7Dy0.3Cu2O8+δ,,cuprate,59,2013,,arxiv:1309.1903,false
YBa2Cu3O6.52,,cuprate,59,2013,,arxiv:1305.3323,false
SmFeAsO1-xFx,,iron_based,58.1,2013,,arxiv:1303.3725,true
YBa2Cu3O6.54,,cuprate,58,2013,,arxiv:1307.1672,false
FeSe,,iron_based,58,2013,,arxiv:1312.2633,false
SmFeAsO1-xFx,,iron_based,57.8,2013,,arxiv:1303.4163,false
YBa2Cu3O6+x,,cuprate,57.1,2013,,arxiv:1311.5205,false
YBa2Cu3O6+x,,cuprate,57,2013,,arxiv:1303.6860,false
YBa2Cu3O7-δ,,cuprate,56.7,2013,,arxiv:1301.3736,false
SmFeAsO0.85F0.15,,iron_based,55,2013,,arxiv:1307.1259,false
"SmFeAs(O,F)",,iron_based,54.2,2013,,arxiv:1307.1282,false
Bi2.1Sr1.4Ca1.5Cu2O8+d,,cuprate,54,2013,,arxiv:1309.1903,false
SmFeAsO1-xFx,,iron_based,53,2013,0,arxiv:1303.0917,false
SmFeAsO0.85F0.15,,iron_based,52,2013,,arxiv:1301.3757,false
YBa2Cu3Oy,,cuprate,52,2013,,arxiv:1310.2265,true
SiH4,,Other,51.65,2013,250,arxiv:1302.3050,true
SmFeAsO0.85F0.15,,iron_based,51,2013,,arxiv:1304.7416,false
Ca0.86Pr0.14Fe2As2,,iron_based,51,2013,1.9,arxiv:1310.3842,false
GdO(F)FeAs,,iron_based,50.5,2013,,arxiv:1302.5326,false
PrFeAsO0.9F0.1,,iron_based,50,2013,0,arxiv:1310.2731,false
NdFeAsO0.9F0.1,,iron_based,50,2013,0,arxiv:1310.2731,false
FeSe,,iron_based,50,2013,,arxiv:1311.6459,false
"SmFeAs(O,F)",,iron_based,49.9,2013,,arxiv:1307.1282,false
CaFe2As2,,iron_based,49,2013,,arxiv:1309.0034,true
Sm0.8U0.2FeAsO,,iron_based,49,2013,,arxiv:1302.5155,false
(Ca1-xPrx)Fe2As2,,iron_based,49,2013,,arxiv:1308.3129,false
Ce0.6Y0.4FeAsO0.8F0.2,,iron_based,48.6,2013,,arxiv:1310.4920,true
PrxCa1-xFe2As2,,iron_based,48,2013,,arxiv:1301.4942,false
Ca0.86Pr0.14Fe2As2,,iron_based,48,2013,0.5,arxiv:1310.3842,false
NdFeAsO1-xFx,,iron_based,48,2013,0.39,arxiv:1303.0917,false
NdFeAsO1-xFx,,iron_based,48,2013,0.74,arxiv:1303.0917,false
SmFeAsO1-xFx,,iron_based,48,2013,2.5,arxiv:1303.0917,false
PrFeAsO0.60F0.12,,iron_based,48,2013,,arxiv:1304.5978,false
PrxCa1-xFe2As2,,iron_based,48,2013,,arxiv:1301.4942,false
(Ca1-xLax)FeAsH,,iron_based,47.4,2013,,arxiv:1401.0097,false
Sm0.9U0.1FeAsO,,iron_based,47,2013,,arxiv:1302.5155,false
PrFeAsO0.8F0.2,,iron_based,47,2013,,arxiv:1308.3557,false
Sm0.8U0.2FeAsO,,iron_based,46,2013,,arxiv:1302.5155,false
Ca1-xLaxFeAs2,,iron_based,45,2013,,arxiv:1311.1303,false
Lix(C2H8N2)yFe2-zSe2,,iron_based,45,2013,,arxiv:1311.0141,true
Ca1-xLaxFe2(As1-yPy)2,,iron_based,45,2013,,arxiv:1303.4489,false
Ca0.81La0.19FeAs2,,iron_based,45,2013,,arxiv:1311.1269,false
Gd4Fe2As2Te1-xOyF4-y,,iron_based,45,2013,,arxiv:1311.5437,false
Ca1-xLaxFe2As2,,iron_based,45,2013,,arxiv:1309.4179,false
Lix(C2H8N2)yFe2-zSe2,,iron_based,45,2013,,arxiv:1311.0141,true
Sr0.9La0.1CuO2,,cuprate,45,2013,15,arxiv:1305.4234,true
YBa2Cu3O7-δ,,cuprate,45,2013,,arxiv:1310.4628,false
"SmFeAs(O,F)",,iron_based,44.9,2013,,arxiv:1307.1282,false
K0.3Fe2Se2,,iron_based,44,2013,,arxiv:1302.7178,true
Ca0.84La0.16Fe(As0.995P0.005)2,,iron_based,44,2013,,arxiv:1311.1269,false
K0.3Fe2Se2(NH3)0.47,,hydride,44,2013,,arxiv:1302.7178,true
Ca0.85La0.15Fe(As0.99Sb0.01)2,,iron_based,44,2013,,arxiv:1311.1269,false
Ca0.9La0.1Fe2As2,,iron_based,44,2013,1.2,arxiv:1309.3576,false
PrxCa1-xFe2As2,,iron_based,43.2,2013,,arxiv:1301.4942,false
PrxCa1-xFe2As2,,iron_based,43.2,2013,,arxiv:1301.4942,false
PrFeAsO1-xFx,,iron_based,43,2013,0,arxiv:1303.0917,false
PrFeAsO1-xFx,,iron_based,43,2013,0.51,arxiv:1303.0917,false
LiFeO2Fe2Se2,,iron_based,43,2013,,arxiv:1309.3833,true
YBa2(Cu0.993Zn0.007)3O7-δ,,cuprate,43,2013,,arxiv:1301.6436,false
Ca0.85La0.15Fe(As0.99Sb0.01)2,,iron_based,43,2013,,arxiv:1311.1269,false
Lix(ND2)y(ND3)1-yFe2Se2,,iron_based,43,2013,,arxiv:1305.4898,false
SmFe0.95Ru0.05AsO0.85F0.15,,iron_based,43,2013,,arxiv:1304.7416,false
SmFe0.95Ru0.05AsO0.85F0.15,,iron_based,42.8,2013,,arxiv:1301.3757,false
a-CS,,Other,42,2013,,arxiv:1311.2767,false
Ca0.84La0.16Fe(As0.995P0.005)2,,iron_based,41,2013,,arxiv:1311.1269,false
Ca0.84La0.16Fe(As0.995P0.005)2,,iron_based,40,2013,,arxiv:1311.1269,false
FeSe,,iron_based,40,2013,,arxiv:1311.5370,false
NdFeAsO0.65F0.35,,iron_based,39.9,2013,,arxiv:1311.3476,false
NdFeAsO0.65F0.35,,iron_based,39.3,2013,,arxiv:1311.3476,false
NdFeAsO0.65F0.35,,iron_based,39.1,2013,,arxiv:1311.3476,false
La1.91Sr0.09CuO4,,cuprate,39,2013,,arxiv:1306.2155,false
La1.84Sr0.16CuO4,,cuprate,39,2013,,arxiv:1303.5359,false
Ba0.6K0.4Fe2As2,,iron_based,39,2013,,arxiv:1309.2881,false
La1.935Sr0.065CuO4+y,,cuprate,39,2013,,arxiv:1306.2155,false
Ca0.82La0.18Fe(As0.995P0.005)2,,iron_based,39,2013,,arxiv:1311.1269,false
La1.96Sr0.04CuO4+y,,cuprate,39,2013,,arxiv:1306.2155,false
Ba-FeSe,,iron_based,38.8,2013,,arxiv:1306.0979,false
Ba0.67K0.33Fe2As2,,iron_based,38.5,2013,,arxiv:1303.7339,false
PrxCa1-xFe2As2,,iron_based,38,2013,,arxiv:1301.4942,false
Ba0.6K0.4Fe2As2,,iron_based,38,2013,,arxiv:1304.4568,false
Bi2.1Sr1.9Ca0.9Dy0.1Cu2O8+δ,,cuprate,38,2013,,arxiv:1309.1903,false
Ba0.67K0.33Fe2As2,,iron_based,38,2013,,arxiv:1301.1397,false
CeFeAsO1-xFx,,iron_based,38,2013,0,arxiv:1303.0917,false
CeFeAsO1-xFx,,iron_based,38,2013,1.4,arxiv:1303.0917,false
PrFeAsO0.8F0.2,,iron_based,38,2013,,arxiv:1308.3557,false
Ba(0.6)K(0.4)Fe2As2,,iron_based,38,2013,,arxiv:1311.3503,true
PrxCa1-xFe2As2,,iron_based,38,2013,,arxiv:1301.4942,false
YBa2(Cu0.988Zn0.012)3O7-delta,,cuprate,37,2013,,arxiv:1301.6436,false
Ba0.6K0.4Fe2As2,,iron_based,37,2013,,arxiv:1312.7064,false
Ca1-xLaxFeAs2,,iron_based,36,2013,,arxiv:1311.1303,false
LaFeAsO1-xHx,,iron_based,36,2013,,arxiv:1304.7900,true
YBa2Cu3O6.45,,cuprate,35,2013,0,arxiv:1306.6306,true
YBa2Cu3O6.45,,cuprate,35,2013,,arxiv:1312.1082,false
BaFe2As2,,iron_based,35,2013,,arxiv:1312.2107,false
"Bi2Sr2(Ca,Dy)Cu2O8+δ",,cuprate,35,2013,,arxiv:1304.4541,false
Ca0.85La0.15FeAs2,,iron_based,35,2013,,arxiv:1311.1269,false
Ca0.85La0.15Fe(As0.99Sb0.01)2,,iron_based,35,2013,,arxiv:1311.1269,false
SrFe2(As1-xPx)2,,iron_based,34.8,2013,,arxiv:1301.5622,false
Ca0.32Na0.68Fe2As2,,iron_based,34.6,2013,,arxiv:1311.3516,false
a-C-W,,Other,34.4,2013,,arxiv:1311.2767,false
aC-S,,Other,34.4,2013,,arxiv:1301.5466,false
Ca1-xLaxFeAs2,,iron_based,34,2013,,arxiv:1311.1303,false
Ca0.32Na0.68Fe2As2,,iron_based,34,2013,,arxiv:1311.3516,false
FeSe,,iron_based,34,2013,7,arxiv:1310.7546,false
Ca2-xCuO2Cl2,,cuprate,33,2013,,arxiv:1305.6719,false
SrFe2(As0.65P0.35)2,,iron_based,33,2013,,arxiv:1305.2074,false
Bi2Sr1.6La0.4CuO6+δ,,cuprate,33,2013,,arxiv:1308.6170,false
Ca10Pt4As8(Fe1-xPtxAs)10(x~0.2),,iron_based,33,2013,,arxiv:1310.7424,false
