id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
mat:fese0.974(2),FeSe0.974(2),,iron_based,,8,"ambient, polycrystal, susceptibility, arXiv:0905.2115",8,2009,1,active_research,,,true,,true,,false
mat:la0.85sr0.15nio2,La0.85Sr0.15NiO2,,nickelate,,8,"thin_film, resistivity, arXiv:2402.14559",8,2024,1,active_research,,,true,,true,true,false
mat:ba(fe0.92co0.065mn0.015)2as2,Ba(Fe0.92Co0.065Mn0.015)2As2,,iron_based,,8,"single_crystal, susceptibility, arXiv:1310.4969",8,2013,1,active_research,,122,true,,true,,false
mat:gesb4te7,GeSb4Te7,,chalcogenide,,8,"P=34 GPa, single_crystal, resistivity, arXiv:2311.14472",,2023,1,active_research,,,,,,,false
mat:mo2n,Mo2N,,conventional,,8,"thin_film, resistivity, arXiv:1801.02659, confirmed by 3 papers",8,2018,3,active_research,,,true,,false,,false
mat:smfe0.5ru0.5aso0.85f0.15,SmFe0.5Ru0.5AsO0.85F0.15,,iron_based,,8,"powder, resistivity, arXiv:1304.7416, confirmed by 2 papers",8,2012,2,active_research,,,true,,true,,false
mat:c6cac6,C6CaC6,,,,8,"arXiv:2312.01363, confirmed by 3 papers",8,2008,4,active_research,,,true,,,true,false
mat:nbtizr,NbTiZr,,conventional,,7.980000019073486,"polycrystal, specific_heat, arXiv:2602.19376",,2026,1,active_research,,,,,false,,false
mat:pr0.5la0.5pt4ge12,Pr0.5La0.5Pt4Ge12,,heavy_fermion,,7.96999979019165,"specific_heat, arXiv:1901.10224",,2019,1,active_research,,,,,true,,false
mat:zrruas,ZrRuAs,,,,7.929999828338623,"P=2.1 GPa, resistivity, arXiv:2211.10289, confirmed by 2 papers",7.900000095367432,2019,3,active_research,,,true,true,false,,false
mat:yb(3)rh(4)sn(13),Yb(3)Rh(4)Sn(13),,heavy_fermion,,7.920000076293945,"single_crystal, susceptibility, arXiv:1408.2197",7.920000076293945,2014,1,active_research,,,true,,true,,false
mat:nb26.6sc22.3ti25.5zr25.6,Nb26.6Sc22.3Ti25.5Zr25.6,,,,7.900000095367432,"polycrystal, susceptibility, arXiv:2311.00195",,2023,1,active_research,,,,,,,false
mat:mo0.83si0.17,Mo0.83Si0.17,,conventional,,7.900000095367432,"thin_film, resistivity, arXiv:2104.06905",7.900000095367432,2021,1,active_research,,,true,,false,,false
mat:(v0.5nb0.5)2.2mo0.8al0.5ga0.5,(V0.5Nb0.5)2.2Mo0.8Al0.5Ga0.5,,,,7.900000095367432,"ambient, polycrystal, resistivity, arXiv:2001.05193",7.900000095367432,2020,1,active_research,,,true,,,,false
mat:laru3si2,LaRu3Si2,,kagome,,7.900000095367432,"polycrystal, resistivity, arXiv:1109.2525, confirmed by 3 papers",7.900000095367432,2011,4,active_research,,,true,,true,,true
mat:ndo0.8f0.2sb0.7bi0.3se2,NdO0.8F0.2Sb0.7Bi0.3Se2,,,,7.900000095367432,"P=70.8 GPa, polycrystal, resistivity, arXiv:1903.07791",,2019,1,active_research,,,,,,,false
mat:mon/cu,MoN/Cu,,,,7.869999885559082,"thin_film, resistivity, arXiv:2307.07996",,2023,1,active_research,,,,,,,false
mat:pr0.7la0.3pt4ge12,Pr0.7La0.3Pt4Ge12,,heavy_fermion,,7.869999885559082,"specific_heat, arXiv:1901.10224",,2019,1,active_research,,,,,true,,false
mat:fese0.83te0.17,FeSe0.83Te0.17,,iron_based,,7.849999904632568,"single_crystal, resistivity, arXiv:1909.00711",7.849999904632568,2019,1,active_research,,,true,,true,,false
mat:v0.55ti0.40y0.05,V0.55Ti0.40Y0.05,,,,7.849999904632568,"polycrystal, resistivity, arXiv:2111.11670",,2021,1,active_research,,,,,,,false
mat:pr0.9la0.1pt4ge12,Pr0.9La0.1Pt4Ge12,,heavy_fermion,,7.849999904632568,"specific_heat, arXiv:1901.10224",,2019,1,active_research,,,,,true,,false
mat:ir/nb(110),Ir/Nb(110),,,,7.847599983215332,"thin_film, STS, arXiv:2112.11804",7.847599983215332,2021,1,active_research,,,true,,,,false
mat:nb0.1mo0.9b2,Nb0.1Mo0.9B2,,,,7.820000171661377,"ambient, polycrystal, resistivity, arXiv:2212.14869",7.820000171661377,2022,1,active_research,,,true,,,,false
mat:mo3si,Mo3Si,,conventional,,7.809999942779541,"ambient, thin_film, resistivity, arXiv:cond-mat/0302384",7.809999942779541,2003,1,active_research,,,true,,false,true,false
mat:pr2pt3ge5,Pr2Pt3Ge5,,,,7.800000190734863,"ambient, single_crystal, resistivity, arXiv:1508.02649",7.800000190734863,2015,1,active_research,,,true,,false,,true
mat:ga84[n(sime3)2]20-li6br2(thf)20·2toluene,Ga84[N(SiMe3)2]20-Li6Br2(thf)20·2toluene,,,,7.800000190734863,"powder, muSR, arXiv:cond-mat/0605482",7.800000190734863,2006,1,active_research,,,true,,false,,false
mat:laru2as2,LaRu2As2,,,,7.800000190734863,"polycrystal, resistivity, arXiv:1604.07958, confirmed by 3 papers",7.800000190734863,2016,3,active_research,,,true,,,,false
mat:sc20bc27,Sc20BC27,,,,7.800000190734863,"susceptibility, arXiv:2101.02432, confirmed by 2 papers",7.699999809265137,2019,2,active_research,,,true,,false,,false
mat:srpt3p0.8si0.2,SrPt3P0.8Si0.2,,conventional,,7.800000190734863,"ambient, polycrystal, susceptibility, arXiv:1505.03849",7.800000190734863,2015,1,active_research,,,true,,false,,false
mat:pro0.5f0.5bis2,PrO0.5F0.5BiS2,,bismuthate,,7.800000190734863,"P=1.68 GPa, polycrystal, resistivity, arXiv:1406.4231, confirmed by 3 papers",5.5,2013,6,active_research,,,true,,,,false
mat:lafepo0.94f0.03,LaFePO0.94F0.03,,iron_based,,7.800000190734863,"polycrystal, susceptibility, arXiv:0910.1711",7.800000190734863,2009,1,active_research,,,true,,true,,false
mat:lafepo0.89f0.08,LaFePO0.89F0.08,,iron_based,,7.800000190734863,"polycrystal, susceptibility, arXiv:0910.1711",7.800000190734863,2009,1,active_research,,,true,,true,,false
mat:caalsi,CaAlSi,,conventional,,7.800000190734863,"ambient, arXiv:cond-mat/0208341, confirmed by 4 papers",7.800000190734863,2002,6,active_research,s-wave,,true,,false,true,false
mat:(v0.6ti0.4)0.5y0.5,(V0.6Ti0.4)0.5Y0.5,,,,7.800000190734863,"polycrystal, resistivity, arXiv:2110.05921",,2021,1,active_research,,,,,,,false
mat:(bedt-ttf)2i3,(BEDT-TTF)2I3,,organic,,7.75,"ambient, single_crystal, arXiv:cond-mat/0308565, confirmed by 2 papers",7.75,2000,2,active_research,,,true,,true,,true
mat:(tanb)0.67(zrhfti)0.33,(TaNb)0.67(ZrHfTi)0.33,,,,7.75,"ambient, polycrystal, resistivity, arXiv:1610.03746",7.75,2016,1,active_research,,,true,,,,false
mat:euyreh6,EuYReH6,,hydride,,7.699999809265137,"ambient, arXiv:2508.19781",7.699999809265137,2025,1,active_research,,,true,,,,false
mat:ca(al0.5si0.5)2,Ca(Al0.5Si0.5)2,,,,7.699999809265137,"ambient, polycrystal, resistivity, arXiv:cond-mat/0212047, confirmed by 2 papers",7.699999809265137,2002,2,active_research,,,true,,true,,false
mat:mo3reruc,Mo3ReRuC,,,,7.699999809265137,"ambient, polycrystal, resistivity, arXiv:2302.03944",7.699999809265137,2023,1,active_research,,,true,,true,,false
mat:v0.6ti0.4,V0.6Ti0.4,,,,7.699999809265137,"arXiv:2307.16623, confirmed by 2 papers",7.699999809265137,2021,2,active_research,,,true,,,,false
mat:nb[50]/au[5],Nb[50]/Au[5],,,,7.699999809265137,"thin_film, resistivity, arXiv:2408.14655",,2024,1,active_research,,,,,,,false
mat:v0.45si0.15ti0.4,V0.45Si0.15Ti0.4,,,,7.699999809265137,arXiv:2307.16623,7.699999809265137,2023,1,active_research,,,true,,,,false
mat:pd3p2s8,Pd3P2S8,,chalcogenide,,7.699999809265137,"P=52 GPa, single_crystal, resistivity, arXiv:2203.16943, confirmed by 3 papers",,2022,3,active_research,,,true,,,true,false
mat:v0.55si0.05ti0.4,V0.55Si0.05Ti0.4,,,,7.699999809265137,arXiv:2307.16623,7.699999809265137,2023,1,active_research,,,true,,,,false
mat:v0.5si0.1ti0.4,V0.5Si0.1Ti0.4,,,,7.699999809265137,arXiv:2307.16623,7.699999809265137,2023,1,active_research,,,true,,,,false
mat:mo71ge29,Mo71Ge29,,conventional,,7.699999809265137,"ambient, thin_film, resistivity, arXiv:2112.14635",7.699999809265137,2021,1,active_research,,,true,,false,,false
mat:euertch6,EuErTcH6,,hydride,,7.599999904632568,"ambient, arXiv:2508.19781",7.599999904632568,2025,1,active_research,,,true,,,,false
mat:csos2o6,CsOs2O6,,conventional,,7.599999904632568,"P=6 GPa, resistivity, arXiv:cond-mat/0502490, confirmed by 2 papers",3.299999952316284,2004,7,active_research,,beta-pyrochlore,true,,false,,false
mat:laphenanthrene,LaPhenanthrene,,organic,,7.599999904632568,"P=1 GPa, powder, susceptibility, arXiv:1203.5887",6.099999904632568,2012,1,active_research,,,true,,true,,false
mat:w3al2c,W3Al2C,,,,7.599999904632568,"powder, NMR, arXiv:2202.02739, confirmed by 2 papers",7.599999904632568,2020,2,active_research,s-wave,,true,,false,,false
mat:[tanb]0.67(hfzrti)0.33,[TaNb]0.67(HfZrTi)0.33,,,,7.599999904632568,"polycrystal, magnetization, arXiv:1708.02452",7.599999904632568,2017,1,active_research,,,true,,,,false
mat:lix(thf)ysnse2,Lix(THF)ySnSe2,,chalcogenide,,7.599999904632568,arXiv:1903.08036,7.599999904632568,2019,1,active_research,,,true,,true,true,true
mat:ge2bi2te5,Ge2Bi2Te5,,chalcogenide,,7.599999904632568,"P=23 GPa, single_crystal, resistivity, arXiv:2601.16831",,2026,1,active_research,,,false,true,,,false
mat:sc20c3b5c20,Sc20C3B5C20,,,,7.599999904632568,"polycrystal, susceptibility, arXiv:2009.00787",7.599999904632568,2020,1,active_research,,,true,,,,false
mat:yb3rh4sn13,Yb3Rh4Sn13,,heavy_fermion,,7.599999904632568,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0007451, confirmed by 4 papers",7.599999904632568,2000,5,active_research,,,true,,true,,false
mat:nbrh2b2,NbRh2B2,,,,7.599999904632568,"ambient, polycrystal, susceptibility, arXiv:2110.04958, confirmed by 2 papers",7.599999904632568,2019,3,active_research,,,true,,true,,false
mat:(tanb)0.6(zrhfti)0.4,(TaNb)0.6(ZrHfTi)0.4,,,,7.559999942779541,"ambient, polycrystal, resistivity, arXiv:1610.03746",7.559999942779541,2016,1,active_research,,,true,,,,false
mat:yb6,YB6,,conventional,,7.550000190734863,"single_crystal, resistivity, arXiv:1608.08902, confirmed by 2 papers",7.400000095367432,2006,9,active_research,s-wave,,true,,false,,false
mat:nb/cumn,Nb/CuMn,,,,7.539999961853027,"thin_film, resistivity, arXiv:cond-mat/0102132",7.539999961853027,1999,3,active_research,,,true,,false,true,false
mat:zrsis,ZrSiS,,chalcogenide,,7.5,"single_crystal, resistivity, arXiv:1802.07993",7.5,2018,1,active_research,,,true,true,true,true,false
mat:(ca0.75sr0.25)3rh4sn13,(Ca0.75Sr0.25)3Rh4Sn13,,conventional,,7.5,"ambient, single_crystal, specific_heat, arXiv:1509.03126, confirmed by 2 papers",7.5,2015,2,active_research,,,true,,false,,true
mat:fe1.065te0.6se0.4,Fe1.065Te0.6Se0.4,,iron_based,,7.5,"single_crystal, susceptibility, arXiv:1404.6158",7.5,2014,1,active_research,,,true,,true,,false
mat:nb/pdbilayer,Nb/Pdbilayer,,,,7.5,"thin_film, resistivity, arXiv:0804.0168",7.5,2008,1,active_research,,,true,,,true,false
mat:pthx,PtHx,,,,7.5,"P=35 GPa, resistivity, arXiv:1810.08191",,2018,1,active_research,,,false,,,,false
mat:ba(fe0.97cu0.03)2as2,Ba(Fe0.97Cu0.03)2As2,,iron_based,,7.5,"P=2 GPa, arXiv:2002.04662",,2020,1,active_research,,,false,,true,,false
mat:la0.4sm0.6o0.5f0.5bis2,La0.4Sm0.6O0.5F0.5BiS2,,bismuthate,,7.5,"P=1.3 GPa, polycrystal, resistivity, arXiv:1507.03172, confirmed by 2 papers",4.599999904632568,2014,2,active_research,,,true,,,,false
mat:taresi,TaReSi,,,,7.5,"ambient, polycrystal, resistivity, arXiv:2305.17381, confirmed by 3 papers",7.5,2020,3,active_research,s-wave,,true,true,true,,false
mat:mgc1-xni3,MgC1-xNi3,,,,7.5,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0209077",7.5,2002,1,active_research,,,true,,,,false
mat:rbxwo3,RbxWO3,,,,7.5,"ambient, arXiv:cond-mat/0203120",7.5,2002,1,active_research,,,true,,,true,false
mat:crocl,CrOCl,,,,7.5,"thin_film, resistivity, arXiv:2311.00266",7.5,2023,1,active_research,,,true,,true,true,true
mat:srpt3p0.6si0.4,SrPt3P0.6Si0.4,,conventional,,7.5,"ambient, polycrystal, susceptibility, arXiv:1505.03849",7.5,2015,1,active_research,,,true,,false,,false
"mat:beta""-(bedt-ttf)4[(h3o)ga(c2o4)3]c6h5no2","beta""-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2",,,,7.5,"single_crystal, susceptibility, arXiv:1202.1908",6.699999809265137,2012,1,active_research,,,true,,true,,true
mat:1t'-mote2,1T'-MoTe2,,chalcogenide,,7.5,"thin_film, resistivity, arXiv:2302.14274",7.5,2023,2,active_research,,,true,,true,true,false
mat:mgc.96ni3,MgC.96Ni3,,,,7.5,"ambient, polycrystal, arXiv:cond-mat/0310592",7.5,2003,1,active_research,s-wave,perovskite,true,,false,,false
mat:monx,MoNx,,,,7.5,"thin_film, arXiv:1509.05081",7.5,2015,1,active_research,,,true,,,,false
mat:zr0.04mo0.96b2,Zr0.04Mo0.96B2,,,,7.46999979019165,"ambient, polycrystal, resistivity, arXiv:2310.03818",7.46999979019165,2023,1,active_research,,,true,,,,false
mat:nb2pdxs5,Nb2PdxS5-delta,,chalcogenide,,7.429999828338623,"wire, arXiv:1308.5066",7.429999828338623,2013,1,active_research,,,true,,,,false
mat:agb2,AgB2,,,,7.400000095367432,"ambient, thin_film, resistivity, arXiv:cond-mat/0412426",7.400000095367432,2004,1,active_research,,,true,,,,false
mat:sr(fe0.93co0.07)2as2,Sr(Fe0.93Co0.07)2As2,,iron_based,,7.400000095367432,"single_crystal, susceptibility, arXiv:1101.0151",7.400000095367432,2010,1,active_research,,,true,,true,,false
mat:nb0.1re0.9,Nb0.1Re0.9,,,,7.400000095367432,"thin_film, resistivity, arXiv:2312.04331",7.400000095367432,2023,1,active_research,,,true,,,,false
mat:agsbte2,AgSbTe2,,,,7.400000095367432,"resistivity, arXiv:2603.17846",,2026,1,active_research,,,false,,,,false
mat:mo0.8ge0.2,Mo0.8Ge0.2,,conventional,,7.400000095367432,"thin_film, resistivity, arXiv:1905.10753",7.400000095367432,2019,1,active_research,,,true,,false,true,false
mat:ceru2ge2,CeRu2Ge2,,,,7.400000095367432,"ambient, resistivity, arXiv:cond-mat/0501345",7.400000095367432,2005,1,active_research,,,true,,true,,true
mat:zr2ir,Zr2Ir,,,,7.400000095367432,"polycrystal, susceptibility, arXiv:2106.00268",7.400000095367432,2021,1,active_research,,,true,true,false,,false
mat:(mo0.96ti0.04)0.8b2,(Mo0.96Ti0.04)0.8B2,,,,7.400000095367432,"polycrystal, resistivity, arXiv:2302.14272",7.400000095367432,2023,1,active_research,,,true,,,,false
mat:tio,TiO,,,,7.400000095367432,"ambient, thin_film, resistivity, arXiv:1612.06506, confirmed by 2 papers",7.400000095367432,2016,3,active_research,,,true,,,true,false
mat:laru4p12,LaRu4P12,,,,7.300000190734863,"ambient, single_crystal, specific_heat, arXiv:cond-mat/0504602, confirmed by 3 papers",7.300000190734863,2005,3,active_research,,,true,,false,,false
mat:mosi,MoSi,,conventional,,7.300000190734863,"ambient, thin_film, susceptibility, arXiv:2309.08062, confirmed by 2 papers",7.300000190734863,2017,9,active_research,,,true,,false,true,false
mat:ba0.84k0.16fe2as2,Ba0.84K0.16Fe2As2,,iron_based,,7.300000190734863,"ambient, single_crystal, resistivity, arXiv:1205.6730, confirmed by 2 papers",7.300000190734863,2012,2,active_research,,,true,,true,,true
mat:nbir2b2,NbIr2B2,,,,7.300000190734863,"polycrystal, muSR, arXiv:2209.03187, confirmed by 2 papers",7.199999809265137,2021,2,active_research,,,true,true,true,,false
mat:a-mosi,a-MoSi,,conventional,,7.300000190734863,"thin_film, susceptibility, arXiv:2309.08062",7.300000190734863,2023,1,active_research,,,true,,false,,false
mat:mg1.2c1.6ni3,Mg1.2C1.6Ni3,,,,7.300000190734863,"polycrystal, susceptibility, arXiv:1204.6175",7.300000190734863,2012,1,active_research,,,true,,,,false
mat:pb0.9tl0.1,Pb0.9Tl0.1,,,,7.300000190734863,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9907071",7.300000190734863,1999,1,active_research,,,true,,false,false,false
mat:mgc0.96ni3,MgC0.96Ni3,,,,7.300000190734863,"ambient, powder, arXiv:cond-mat/0105240",7.300000190734863,2001,1,active_research,,,true,,,,false
mat:ta6moh16,Ta6MoH16,,hydride,,7.300000190734863,"ambient, arXiv:2508.19781",7.300000190734863,2025,1,active_research,,,true,,,,false
mat:fese0.7te0.3,FeSe0.7Te0.3,,iron_based,,7.300000190734863,"single_crystal, resistivity, arXiv:2112.03956",,2021,1,active_research,,11-type,,,true,,false
mat:ca3ir4sn13,Ca3Ir4Sn13,,conventional,,7.25,"single_crystal, resistivity, arXiv:1202.5164, confirmed by 2 papers",7.099999904632568,2012,7,active_research,,,true,,false,true,true
mat:pbin,PbIn,,,,7.199999809265137,"thin_film, resistivity, arXiv:1108.0851",7.199999809265137,2000,4,active_research,,,true,,false,,false
mat:tizrhfnbta,TiZrHfNbTa,,,,7.199999809265137,"polycrystal, susceptibility, arXiv:2506.17850",7.199999809265137,2025,1,active_research,,,true,,,,false
mat:pb(110),Pb(110),,elemental,,7.199999809265137,"single_crystal, arXiv:1507.03104",,2015,1,active_research,,,,,false,,false
mat:mo84si16,Mo84Si16,,conventional,,7.199999809265137,"thin_film, susceptibility, arXiv:1408.4650",7.199999809265137,2014,1,active_research,,,true,,false,,false
mat:β''-(bedt-ttf)4[(h3o)fe(c2o4)3]c6h5cn,β''-(BEDT-TTF)4[(H3O)Fe(C2O4)3]C6H5CN,,organic,,7.199999809265137,"single_crystal, resistivity, arXiv:1911.04599",7.199999809265137,2019,1,active_research,,,true,,true,,false
mat:zr5pt3,Zr5Pt3,,,,7.199999809265137,"polycrystal, resistivity, arXiv:2207.00145, confirmed by 2 papers",7.199999809265137,2018,2,active_research,,,true,,false,,false
mat:moxge1,MoxGe1-x,,,,7.199999809265137,"ambient, amorphous films, arXiv:cond-mat/0207526",7.199999809265137,2002,1,active_research,,,true,,,,false
mat:pbbi,PbBi,,,,7.199999809265137,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0305595, confirmed by 2 papers",7.199999809265137,1996,3,active_research,,,true,,,true,false
mat:li2pd2.9ag0.1b,Li2Pd2.9Ag0.1B,,,,7.190000057220459,"polycrystal, resistivity, arXiv:2109.03811",7.190000057220459,2021,1,active_research,,,true,,false,,false
mat:ti0.6v0.4,Ti0.6V0.4,,,,7.170000076293945,"polycrystal, specific_heat, arXiv:1208.0181",7.170000076293945,2012,1,active_research,,,true,,,,false
mat:ba0.102k0.898fe2as2,Ba0.102K0.898Fe2As2,,iron_based,,7.159999847412109,"single_crystal, resistivity, arXiv:1401.0792",,2014,1,active_research,,,,,true,,false
mat:bi2se3-pb,Bi2Se3-Pb,,chalcogenide,,7.150000095367432,"single_crystal, resistivity, arXiv:1512.09098",7.150000095367432,2015,1,active_research,,,true,true,true,,false
mat:ni,Ni,,,,7.139999866485596,"thin_film, STM, arXiv:2112.15040",7.139999866485596,2010,2,active_research,,,true,,,true,false
mat:honi211b2c,HoNi2^11B2C,,,,7.099999904632568,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9906328",7.099999904632568,1999,1,active_research,,,true,,,,true
mat:ti3o5,Ti3O5,,,,7.099999904632568,"thin_film, resistivity, arXiv:1612.02502",7.099999904632568,2016,1,active_research,,g-phase,true,,,,false
mat:ni-pb,Ni-Pb,,,,7.099999904632568,"thin_film, STM, arXiv:2109.09976",7.099999904632568,2021,1,active_research,s-wave,,true,,,true,false
mat:a-mo79ge21,a-Mo79Ge21,,,,7.099999904632568,"thin_film, susceptibility, arXiv:1301.6283",7.099999904632568,2013,1,active_research,,,true,,,,false
mat:c6yb,C6Yb,,,,7.099999904632568,"P=1.8 GPa, susceptibility, arXiv:cond-mat/0604204, confirmed by 3 papers",6.5,2005,3,active_research,,,true,,true,true,false
mat:pb-in,Pb-In,,,,7.050000190734863,"ambient, polycrystal, resistivity, arXiv:cond-mat/0411715",7.050000190734863,2004,1,active_research,,,true,,,,false
mat:fete:ox,FeTe:Ox,,iron_based,,7.050000190734863,"thin_film, resistivity, arXiv:1301.4487",7.050000190734863,2013,1,active_research,,,true,,true,true,false
mat:mo77ge23,Mo77Ge23,,conventional,,7.050000190734863,"ambient, thin_film, susceptibility, arXiv:cond-mat/0204018",7.050000190734863,1996,3,active_research,,,true,,false,true,false
mat:pbislandsonexfoliatedsinglelayergraphene,Pbislandsonexfoliatedsinglelayergraphene,,elemental,,7.039999961853027,"thin_film, resistivity, arXiv:2401.04532",7.039999961853027,2024,1,active_research,,,true,,false,true,false
mat:al5nb44ti15v5zr31,Al5Nb44Ti15V5Zr31,,,,7.010000228881836,"polycrystal, resistivity, arXiv:2107.09187",7.010000228881836,2021,1,active_research,,,true,,,,false
mat:la1.78sr0.22cu0.98fe0.02o4,La1.78Sr0.22Cu0.98Fe0.02O4,,cuprate,,7,"polycrystal, susceptibility, arXiv:1503.04902",7,2015,1,active_research,,cuprate_214,true,,true,,false
mat:ba0.1k0.9fe2as2,Ba0.1K0.9Fe2As2,,iron_based,,7,"polycrystal, neutron, arXiv:1106.0771",7,2011,1,active_research,s_pm,,true,,true,,false
mat:pb0.56(tio2)0.44,Pb0.56(TiO2)0.44,,,,7,"thin_film, resistivity, arXiv:2306.11266",,2023,1,active_research,,,,,,,false
mat:lafeas0.8p0.2o,LaFeAs0.8P0.2O,,iron_based,,7,"polycrystal, resistivity, arXiv:0811.3925",7,2008,1,active_research,,,true,,true,,false
"mat:(mg,al)b2","(Mg,Al)B2",,,,7,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0504463",7,2005,1,active_research,,,true,,,,false
mat:yba2cu3o6.33,YBa2Cu3O6.33,,cuprate,,7,"single_crystal, arXiv:1212.2742, confirmed by 3 papers",7,2005,5,active_research,d-wave,cuprate_123,true,,true,,false
mat:mgc1.6ni3,MgC1.6Ni3,,,,7,"ambient, polycrystal, resistivity, arXiv:cond-mat/0208364, confirmed by 2 papers",7,2002,2,active_research,s-wave,,true,,false,false,false
mat:fe0.7mn0.3se,Fe0.7Mn0.3Se,,iron_based,,7,"polycrystal, susceptibility, arXiv:1701.08247",7,2017,1,active_research,,,true,,true,,false
mat:naalsi,NaAlSi,,,,7,"muSR, arXiv:1909.06875, confirmed by 3 papers",6.800000190734863,2019,6,active_research,s-wave,,true,true,true,true,true
mat:si:ga,Si:Ga,,,,7,"resistivity, arXiv:1908.09272",,2019,1,active_research,,,,,,,false
mat:sn1-xcux,Sn1-xCux,,,,7,"thin_film, arXiv:1602.04780",7,2016,1,active_research,,,true,,true,true,false
mat:pb0.55(tio2)0.45,Pb0.55(TiO2)0.45,,,,7,"thin_film, resistivity, arXiv:2306.11266",,2023,1,active_research,,,,,,,false
mat:bi2tei,Bi2TeI,,chalcogenide,,7,"single_crystal, resistivity, arXiv:2209.02688",,2022,1,active_research,,,false,,,,false
mat:fe0.5mn0.5se,Fe0.5Mn0.5Se,,iron_based,,7,"polycrystal, susceptibility, arXiv:1701.08247",7,2017,1,active_research,,,true,,true,,false
mat:sns,SnS,,chalcogenide,,7,"thin_film, arXiv:2409.19265, confirmed by 2 papers",7,2019,2,active_research,,,true,,,true,false
mat:thfeasn0.5o0.5,ThFeAsN0.5O0.5,,iron_based,,7,"ambient, polycrystal, susceptibility, arXiv:1805.12276",7,2018,1,active_research,,,true,,true,,false
mat:ba(fe0.97au0.03)2as2,Ba(Fe0.97Au0.03)2As2,,iron_based,,7,"P=2 GPa, arXiv:2002.04662",,2020,1,active_research,,,false,,true,,false
mat:sr(fe0.62co0.38)2as2,Sr(Fe0.62Co0.38)2As2,,iron_based,,7,"single_crystal, susceptibility, arXiv:1205.1693",7,2012,1,active_research,,,true,,true,,false
mat:(bedt-ttf)4[(h3o)ga(c2o4)3]·c6h5no2,(BEDT-TTF)4[(H3O)Ga(C2O4)3]·C6H5NO2,,organic,,7,"single_crystal, resistivity, arXiv:1908.05448",7,2019,1,active_research,,,true,,true,true,true
mat:rbge2,RbGe2,,,,7,arXiv:1411.4792,7,2014,1,active_research,,,true,,,,false
mat:β''-(bedt-ttf)4[(h3o)ga(c2o4)3]c6h5no2,β''-(BEDT-TTF)4[(H3O)Ga(C2O4)3]C6H5NO2,,organic,,7,"single_crystal, resistivity, arXiv:1911.04599",7,2019,1,active_research,,,true,,true,,true
mat:ba3rh4ge16,Ba3Rh4Ge16,,,,7,"resistivity, arXiv:2112.00644",7,2021,1,active_research,,,true,,,,false
mat:niobium/aluminum,Niobium/Aluminum,,,,7,"thin_film, arXiv:1904.04783",,2019,1,active_research,,,,,,true,false
mat:laofep,LaOFeP,,iron_based,,7,arXiv:0805.2983,7,2008,1,active_research,,,true,,true,,false
mat:srpt3p0.4si0.6,SrPt3P0.4Si0.6,,conventional,,7,"ambient, polycrystal, susceptibility, arXiv:1505.03849",7,2015,1,active_research,,,true,,false,,false
mat:bitecl,BiTeCl,,chalcogenide,,7,"P=15 GPa, single_crystal, resistivity, arXiv:1501.06203",,2015,1,active_research,,,false,true,,,false
mat:tanb3h8,TaNb3H8,,hydride,,7,"ambient, arXiv:2508.19781",7,2025,1,active_research,,,true,,,,false
mat:pb-in(10.5%ofinbyweight),Pb-In(10.5%ofInbyweight),,conventional,,7,"ambient, polycrystal, resistivity, arXiv:cond-mat/0412528",7,2004,1,active_research,,,true,,,,false
mat:(sczrnbta)0.685[rhpd]0.315,(ScZrNbTa)0.685[RhPd]0.315,,,,7,"polycrystal, resistivity, arXiv:2204.07993",7,2022,1,active_research,,,true,,,,false
mat:sn63pb37,Sn63Pb37,,,,7,"powder, susceptibility, arXiv:2109.15071",7,2021,1,active_research,,,true,,,,false
mat:pb0.52(tio2)0.48,Pb0.52(TiO2)0.48,,,,7,"thin_film, resistivity, arXiv:2306.11266",,2023,1,active_research,,,,,,,false
mat:bi3tei,Bi3TeI,,chalcogenide,,7,"single_crystal, resistivity, arXiv:2209.02688",,2022,1,active_research,,,false,,,,false
mat:mote2,MoTe2,,chalcogenide,,7,"arXiv:1911.02228, confirmed by 2 papers",5,2015,19,active_research,s-wave,,true,true,,true,false
mat:pd3cab,Pd3CaB,,,,7,arXiv:2409.18441,,2024,1,active_research,,,,,,,false
mat:eu(fe0.932rh0.068)2as2,Eu(Fe0.932Rh0.068)2As2,,iron_based,,7,"single_crystal, resistivity, arXiv:1905.11554",7,2019,1,active_research,,,true,,true,,false
mat:li2pd2.7ag0.3b,Li2Pd2.7Ag0.3B,,,,6.989999771118164,"polycrystal, resistivity, arXiv:2109.03811",6.989999771118164,2021,1,active_research,,,true,,false,,false
mat:nb0.75mo0.25b2,Nb0.75Mo0.25B2,,,,6.980000019073486,"ambient, polycrystal, resistivity, arXiv:2212.14869",6.980000019073486,2022,1,active_research,,,true,,,,false
